trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
251,False,"{'a': 0.5, 'e': 0.08126823924089167}",25,8,17.16145673084143,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,1,6.236110991721225,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",25,19,10.538072160397501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067495}",25,11,14.6652351715298,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115313}",30,20,19.35649682009758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329974}",25,2,36.173778822372576,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07653554542391151}",25,5,-5.687536454211967,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",20,0,30.778171226232118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",20,12,15.201581816062156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433388}",25,15,6.239899136813177,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.0735345437630571}",20,3,26.273064008454156,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07280286282743559}",25,11,26.390369506015876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.0720784622387661}",20,11,18.633630139643408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638605}",20,11,-23.957182700158455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",25,10,15.138437041315923,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",20,4,19.564516867489004,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.069252225309346}",20,0,-17.9869544515955,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427791}",20,0,19.086666803742673,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",30,23,8.224865050373477,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",25,18,12.323460473834789,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06653680671501686}",20,0,-14.90061188165211,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
272,False,"{'a': 0.5, 'e': 0.06587475442640295}",20,1,36.39601442314452,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06521928966812753}",25,13,17.874636800468394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316847}",20,6,14.34404820317383,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06392786120670757}",35,21,20.978619094310115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.0632917683596407}",20,16,7.5660213161681655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215315}",25,14,7.323068560885916,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.06203850737735829}",20,0,29.512800768652184,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.06142121391500013}",25,14,21.869823526765824,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06081006262521795}",25,14,22.95259412522728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06020499239237354}",20,11,17.319167099024217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05960594270893937}",20,5,11.901736729783352,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944784}",20,6,-17.340838475300572,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.5, 'e': 0.05842566596450083}",20,1,28.07421674921542,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057844320874838456}",20,11,19.038031510397026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05726876026546736}",25,13,21.6921668979635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.0566989265798469}",25,19,12.34185443462076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.056134762834133725}",25,14,17.599682950295215,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148306}",35,24,0.590364015931041,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05502322005640723}",25,18,11.244229380667443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.05447572986918986}",20,6,16.771204280303984,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.05393368730035602}",20,9,18.17277758510146,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.053397038145197084}",25,14,20.22174371455378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05286572873835037}",30,0,28.220444677742684,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.05233970594843238}",25,15,17.131318586938754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272583}",20,8,22.327539019401957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191911}",20,13,13.059515119986447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.0507928338648985}",20,10,17.39901276826524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.050287436723591865}",25,19,12.401670614484896,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.049787068367863944}",35,19,29.222248026404134,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,16,27.82165106196104,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,5,25.89127993741176,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,13,20.928249334527425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,15,17.988874083686863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,7,31.820872838764807,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,12,24.729108999936148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,18,12.772098664581192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,0,41.25676832814449,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",25,15,21.08277451642792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,16.972831396245184,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
